"emp_no","first_name","last_name","dept_no","title","from_date","to_date"
105342,"Kwun","Reeker","d006","Technique Leader","1999-07-29","9999-01-01"
105356,"Diederik","Matzov","d008","Engineer","1995-03-08","9999-01-01"
105356,"Diederik","Matzov","d008","Senior Engineer","1995-03-08","9999-01-01"
105432,"Mohamadou","Stafford","d005","Engineer","1995-09-12","9999-01-01"
105432,"Mohamadou","Stafford","d005","Senior Engineer","1995-09-12","9999-01-01"
105520,"Haldun","Lienhardt","d007","Senior Staff","1987-01-29","9999-01-01"
105731,"Sachem","Cromarty","d005","Assistant Engineer","1990-08-20","9999-01-01"
105731,"Sachem","Cromarty","d005","Engineer","1990-08-20","9999-01-01"
106096,"Naftali","Schurmann","d004","Engineer","1992-12-02","9999-01-01"
106096,"Naftali","Schurmann","d004","Senior Engineer","1992-12-02","9999-01-01"
106242,"Nevio","Thisen","d003","Senior Staff","1988-03-25","9999-01-01"
106242,"Nevio","Thisen","d003","Staff","1988-03-25","9999-01-01"
106695,"Lijie","Garrabrants","d005","Senior Staff","1988-10-26","9999-01-01"
106695,"Lijie","Garrabrants","d005","Staff","1988-10-26","9999-01-01"
106710,"Babette","Anandan","d001","Senior Staff","1986-11-22","9999-01-01"
106710,"Babette","Anandan","d001","Staff","1986-11-22","9999-01-01"
107486,"Siamak","Luiz","d005","Senior Engineer","1987-02-11","9999-01-01"
107737,"Fabrizio","Chleq","d005","Senior Engineer","1999-07-31","9999-01-01"
107792,"Shahab","Crooks","d001","Senior Staff","1992-03-18","9999-01-01"
107792,"Shahab","Crooks","d001","Staff","1992-03-18","9999-01-01"
107828,"Ramya","Walston","d007","Senior Staff","1989-02-03","9999-01-01"
107828,"Ramya","Walston","d007","Staff","1989-02-03","9999-01-01"
108091,"Hisao","Ghemri","d009","Senior Staff","1985-11-14","9999-01-01"
108091,"Hisao","Ghemri","d009","Staff","1985-11-14","9999-01-01"
108198,"Randi","Samarati","d008","Senior Staff","1992-10-20","9999-01-01"
108198,"Randi","Samarati","d008","Staff","1992-10-20","9999-01-01"
108316,"Shai","Stellhorn","d004","Senior Engineer","1992-05-21","9999-01-01"
108988,"Oksana","Baek","d007","Senior Staff","1989-07-20","9999-01-01"
108988,"Oksana","Baek","d007","Staff","1989-07-20","9999-01-01"
109062,"Jamaludin","Kandlur","d005","Senior Engineer","1992-06-19","9999-01-01"
109211,"Gor","Delgrande","d008","Engineer","2002-06-18","9999-01-01"
109211,"Gor","Delgrande","d008","Senior Engineer","2002-06-18","9999-01-01"
109252,"Moty","Winter","d004","Technique Leader","1991-04-28","9999-01-01"
109278,"Bangqing","Schach","d002","Senior Staff","1988-03-22","9999-01-01"
109278,"Bangqing","Schach","d002","Staff","1988-03-22","9999-01-01"
109552,"Menkae","Etalle","d005","Assistant Engineer","1997-05-21","9999-01-01"
109552,"Menkae","Etalle","d005","Engineer","1997-05-21","9999-01-01"
109598,"Stamatina","Auyong","d002","Senior Staff","1988-07-05","9999-01-01"
109620,"Mani","Cannata","d007","Senior Staff","1989-06-21","9999-01-01"
109620,"Mani","Cannata","d007","Staff","1989-06-21","9999-01-01"
109703,"Arco","Walston","d004","Engineer","1999-08-16","9999-01-01"
109741,"Hatem","Fadgyas","d004","Senior Engineer","1991-11-13","9999-01-01"
109953,"Godehard","Chorvat","d007","Senior Staff","1988-04-10","9999-01-01"
109953,"Godehard","Chorvat","d007","Staff","1988-04-10","9999-01-01"
200267,"Chuanti","Luff","d009","Senior Staff","1994-09-21","9999-01-01"
200267,"Chuanti","Luff","d009","Staff","1994-09-21","9999-01-01"
200312,"Akemi","Fujisaki","d006","Senior Engineer","2001-11-13","9999-01-01"
200363,"Kirk","Quaggetto","d005","Engineer","1987-06-30","9999-01-01"
200363,"Kirk","Quaggetto","d005","Senior Engineer","1987-06-30","9999-01-01"
200735,"Dinah","Denos","d001","Senior Staff","1992-09-21","9999-01-01"
200735,"Dinah","Denos","d001","Staff","1992-09-21","9999-01-01"
200789,"Susumu","Camurati","d001","Senior Staff","1991-12-15","9999-01-01"
200789,"Susumu","Camurati","d001","Staff","1991-12-15","9999-01-01"
201229,"Alejandra","Khasidashvili","d003","Staff","1994-07-30","9999-01-01"
201708,"Anneli","Perl","d003","Senior Staff","1992-09-08","9999-01-01"
201708,"Anneli","Perl","d003","Staff","1992-09-08","9999-01-01"
201709,"Fan","Kakkad","d002","Senior Staff","1988-02-25","9999-01-01"
201709,"Fan","Kakkad","d002","Staff","1988-02-25","9999-01-01"
201739,"Genta","Terekhov","d005","Assistant Engineer","1998-07-21","9999-01-01"
201801,"Waiman","Genin","d005","Engineer","1988-10-30","9999-01-01"
201801,"Waiman","Genin","d005","Senior Engineer","1988-10-30","9999-01-01"
201915,"Sudharsan","DeMori","d004","Engineer","1992-03-30","9999-01-01"
201915,"Sudharsan","DeMori","d004","Senior Engineer","1992-03-30","9999-01-01"
202291,"Ortrun","Schmiedel","d004","Engineer","1997-07-18","9999-01-01"
202403,"Gully","Perko","d004","Engineer","1999-07-07","9999-01-01"
202414,"Zvonko","Murthy","d009","Senior Staff","1992-01-07","9999-01-01"
202552,"Morris","Saoudi","d004","Engineer","1991-11-22","9999-01-01"
202552,"Morris","Saoudi","d004","Senior Engineer","1991-11-22","9999-01-01"
202826,"Kerhong","Matzke","d005","Engineer","1986-11-14","9999-01-01"
202826,"Kerhong","Matzke","d005","Senior Engineer","1986-11-14","9999-01-01"
202882,"Isaac","Koshino","d005","Senior Engineer","1995-09-28","9999-01-01"
202950,"Giordano","Pietrzykowski","d003","Senior Staff","1987-03-26","9999-01-01"
203474,"Hugh","Jonsson","d007","Senior Staff","1991-07-06","9999-01-01"
203474,"Hugh","Jonsson","d007","Staff","1991-07-06","9999-01-01"
203495,"Zongyan","Gips","d005","Technique Leader","1997-05-31","9999-01-01"
203599,"Ewing","DiGiano","d005","Technique Leader","2000-02-01","9999-01-01"
203720,"Sasan","Thimonier","d007","Senior Staff","1996-08-21","9999-01-01"
203946,"Yefim","Marwedel","d003","Senior Staff","1993-03-30","9999-01-01"
203946,"Yefim","Marwedel","d003","Staff","1993-03-30","9999-01-01"
204117,"Jessie","Nooteboom","d009","Staff","2000-12-13","9999-01-01"
204133,"Susuma","Bergere","d002","Senior Staff","1996-02-25","9999-01-01"
204246,"Arve","Worfolk","d008","Senior Staff","1985-04-01","9999-01-01"
204246,"Arve","Worfolk","d008","Staff","1985-04-01","9999-01-01"
204425,"Gretta","Huttel","d005","Senior Engineer","1990-10-08","9999-01-01"
204470,"Hein","Lichtner","d009","Senior Staff","1998-05-02","9999-01-01"
204470,"Hein","Lichtner","d009","Staff","1998-05-02","9999-01-01"
204471,"Franziska","Maginnis","d005","Engineer","1986-02-17","9999-01-01"
204471,"Franziska","Maginnis","d005","Senior Engineer","1986-02-17","9999-01-01"
204764,"Susanne","Mandelberg","d005","Engineer","1990-11-02","9999-01-01"
204764,"Susanne","Mandelberg","d005","Senior Engineer","1990-11-02","9999-01-01"
205018,"Yahiko","Awdeh","d006","Engineer","1998-08-05","9999-01-01"
205085,"Moni","Kornyak","d005","Technique Leader","1991-09-26","9999-01-01"
205174,"Leszek","Spinelli","d001","Staff","1998-12-10","9999-01-01"
205500,"Mary","Setiz","d005","Senior Engineer","1989-01-13","9999-01-01"
205627,"Stabislas","Broder","d004","Engineer","1996-07-16","9999-01-01"
205627,"Stabislas","Broder","d004","Senior Engineer","1996-07-16","9999-01-01"
205660,"Kien","Barreiro","d001","Staff","2000-10-24","9999-01-01"
205699,"Youjian","Yetto","d007","Senior Staff","1994-12-07","9999-01-01"
205699,"Youjian","Yetto","d007","Staff","1994-12-07","9999-01-01"
205789,"Limsoon","Skafidas","d002","Senior Staff","1999-08-10","9999-01-01"
205863,"Aiichiro","Kusalik","d006","Engineer","1990-10-04","9999-01-01"
205863,"Aiichiro","Kusalik","d006","Senior Engineer","1990-10-04","9999-01-01"
206748,"Yucai","Fabrizio","d007","Staff","1999-10-06","9999-01-01"
206836,"Guadalupe","Pfau","d008","Senior Staff","1993-03-22","9999-01-01"
206836,"Guadalupe","Pfau","d008","Staff","1993-03-22","9999-01-01"
206966,"Tzu","Sichman","d005","Engineer","1987-11-17","9999-01-01"
206966,"Tzu","Sichman","d005","Senior Engineer","1987-11-17","9999-01-01"
207021,"Jacqueline","Akaboshi","d004","Engineer","1997-12-06","9999-01-01"
207068,"Zhiguo","Ariola","d001","Senior Staff","1994-09-07","9999-01-01"
207204,"Kellie","Schrooten","d005","Assistant Engineer","1991-01-17","9999-01-01"
207204,"Kellie","Schrooten","d005","Engineer","1991-01-17","9999-01-01"
207401,"Shuji","Barbanera","d008","Senior Staff","1987-08-10","9999-01-01"
207401,"Shuji","Barbanera","d008","Staff","1987-08-10","9999-01-01"
207551,"Baziley","Falck","d005","Assistant Engineer","1995-02-18","9999-01-01"
207779,"Chinya","Kamble","d008","Senior Staff","1992-05-31","9999-01-01"
207980,"Remko","Vieth","d003","Senior Staff","1990-11-22","9999-01-01"
207980,"Remko","Vieth","d003","Staff","1990-11-22","9999-01-01"
208147,"Manu","Rothenberg","d005","Engineer","1988-12-06","9999-01-01"
208147,"Manu","Rothenberg","d005","Senior Engineer","1988-12-06","9999-01-01"
208330,"Shen","Flanders","d007","Senior Staff","1989-07-03","9999-01-01"
208330,"Shen","Flanders","d007","Staff","1989-07-03","9999-01-01"
208639,"Larisa","Lukaszewicz","d009","Senior Staff","1996-10-30","9999-01-01"
208639,"Larisa","Lukaszewicz","d009","Staff","1996-10-30","9999-01-01"
208653,"Phillip","Schade","d005","Engineer","1989-03-03","9999-01-01"
208653,"Phillip","Schade","d005","Senior Engineer","1989-03-03","9999-01-01"
208784,"Pranjal","Juneja","d004","Senior Engineer","1985-03-21","9999-01-01"
209101,"Xinyu","Edelhoff","d006","Senior Engineer","1997-10-26","9999-01-01"
209443,"Krassimir","Garnier","d003","Senior Staff","1998-01-26","9999-01-01"
209565,"Dante","Covnot","d001","Senior Staff","1989-05-28","9999-01-01"
209565,"Dante","Covnot","d001","Staff","1989-05-28","9999-01-01"
209712,"Nimmagadda","Baak","d005","Assistant Engineer","1987-10-30","9999-01-01"
209712,"Nimmagadda","Baak","d005","Engineer","1987-10-30","9999-01-01"
210017,"Shalesh","Lovengreen","d003","Senior Staff","1990-09-29","9999-01-01"
210017,"Shalesh","Lovengreen","d003","Staff","1990-09-29","9999-01-01"
210292,"Lihong","Zeilberger","d003","Staff","1996-04-28","9999-01-01"
210449,"Gino","Lagarias","d004","Engineer","1997-06-22","9999-01-01"
210752,"Saniya","Stenning","d001","Senior Staff","1986-12-10","9999-01-01"
210752,"Saniya","Stenning","d001","Staff","1986-12-10","9999-01-01"
210786,"Werner","Ranze","d003","Staff","1998-06-05","9999-01-01"
211858,"Domenico","Ratnaker","d004","Engineer","1985-03-24","9999-01-01"
211858,"Domenico","Ratnaker","d004","Senior Engineer","1985-03-24","9999-01-01"
211879,"Gao","Ranze","d005","Engineer","1994-11-24","9999-01-01"
211879,"Gao","Ranze","d005","Senior Engineer","1994-11-24","9999-01-01"
211967,"Anwar","Bain","d005","Engineer","1989-01-22","9999-01-01"
211967,"Anwar","Bain","d005","Senior Engineer","1989-01-22","9999-01-01"
212093,"Leni","Henders","d003","Senior Staff","1993-11-19","9999-01-01"
212093,"Leni","Henders","d003","Staff","1993-11-19","9999-01-01"
212154,"Sailaja","Holburn","d009","Senior Staff","1991-03-04","9999-01-01"
212154,"Sailaja","Holburn","d009","Staff","1991-03-04","9999-01-01"
212361,"Claudi","Stanfel","d006","Engineer","1996-01-07","9999-01-01"
212361,"Claudi","Stanfel","d006","Senior Engineer","1996-01-07","9999-01-01"
213016,"Yongmao","Fontan","d005","Engineer","1993-07-26","9999-01-01"
213016,"Yongmao","Fontan","d005","Senior Engineer","1993-07-26","9999-01-01"
213140,"Tru","Danecki","d007","Staff","1997-03-31","9999-01-01"
213384,"Pranas","Narwekar","d005","Engineer","1985-09-26","9999-01-01"
213384,"Pranas","Narwekar","d005","Senior Engineer","1985-09-26","9999-01-01"
213447,"Armond","Perly","d004","Engineer","1989-09-14","9999-01-01"
213447,"Armond","Perly","d004","Senior Engineer","1989-09-14","9999-01-01"
214215,"Xiaoqiang","Cardazo","d007","Senior Staff","1993-05-28","9999-01-01"
214391,"Rayond","Klassen","d009","Senior Staff","1993-09-11","9999-01-01"
214391,"Rayond","Klassen","d009","Staff","1993-09-11","9999-01-01"
214427,"Peer","Molberg","d004","Engineer","1996-11-17","9999-01-01"
214539,"Ingmar","Kohling","d005","Engineer","1995-04-25","9999-01-01"
214634,"Shirish","Vickson","d005","Engineer","1989-10-24","9999-01-01"
214634,"Shirish","Vickson","d005","Senior Engineer","1989-10-24","9999-01-01"
214789,"Arfst","Chepyzhov","d004","Engineer","1989-02-06","9999-01-01"
214789,"Arfst","Chepyzhov","d004","Senior Engineer","1989-02-06","9999-01-01"
214866,"Gopalakrishnan","Angel","d005","Engineer","1997-07-05","9999-01-01"
214866,"Gopalakrishnan","Angel","d005","Senior Engineer","1997-07-05","9999-01-01"
214995,"Dinkar","Hoppenstand","d004","Engineer","1994-05-04","9999-01-01"
215419,"Flemming","Kroha","d003","Staff","1995-01-23","9999-01-01"
215629,"Munehiro","Manders","d009","Senior Staff","1987-05-18","9999-01-01"
215629,"Munehiro","Manders","d009","Staff","1987-05-18","9999-01-01"
215746,"Sven","Speer","d002","Staff","1999-07-08","9999-01-01"
215843,"Pramod","Loncour","d001","Senior Staff","1987-03-31","9999-01-01"
215843,"Pramod","Loncour","d001","Staff","1987-03-31","9999-01-01"
216054,"Sahrah","Angiulli","d008","Senior Staff","1986-07-31","9999-01-01"
216054,"Sahrah","Angiulli","d008","Staff","1986-07-31","9999-01-01"
216342,"Aiichiro","Cromarty","d005","Engineer","1995-06-10","9999-01-01"
216342,"Aiichiro","Cromarty","d005","Senior Engineer","1995-06-10","9999-01-01"
216375,"Byong","Gustavson","d005","Senior Engineer","1985-03-12","9999-01-01"
216502,"Xiaocheng","Suermann","d005","Engineer","1997-12-15","9999-01-01"
216573,"Ashish","Vidya","d004","Engineer","1989-06-16","9999-01-01"
216573,"Ashish","Vidya","d004","Senior Engineer","1989-06-16","9999-01-01"
216921,"Lena","Lenart","d007","Senior Staff","1990-12-25","9999-01-01"
216921,"Lena","Lenart","d007","Staff","1990-12-25","9999-01-01"
217026,"Otmar","Engberts","d007","Senior Staff","1993-08-16","9999-01-01"
217026,"Otmar","Engberts","d007","Staff","1993-08-16","9999-01-01"
217080,"Masami","Puoti","d005","Senior Engineer","2000-01-21","9999-01-01"
217272,"Yuchang","Eldridge","d007","Senior Staff","1986-08-01","9999-01-01"
217272,"Yuchang","Eldridge","d007","Staff","1986-08-01","9999-01-01"
217286,"Yannik","Spelt","d005","Technique Leader","1992-09-22","9999-01-01"
217320,"Abdelwaheb","Denis","d006","Engineer","1993-09-10","9999-01-01"
217363,"Horward","Marzano","d009","Staff","1996-04-11","9999-01-01"
217387,"Jianhao","Molenaar","d005","Engineer","1987-10-22","9999-01-01"
217387,"Jianhao","Molenaar","d005","Senior Engineer","1987-10-22","9999-01-01"
217551,"Panayotis","Lukaszewicz","d004","Engineer","1989-06-06","9999-01-01"
217551,"Panayotis","Lukaszewicz","d004","Senior Engineer","1989-06-06","9999-01-01"
217800,"Shay","Servieres","d002","Senior Staff","1998-08-06","9999-01-01"
218022,"Mokhtar","Poupard","d005","Technique Leader","1992-02-02","9999-01-01"
218100,"Jiong","Garnham","d003","Senior Staff","1990-01-02","9999-01-01"
218100,"Jiong","Garnham","d003","Staff","1990-01-02","9999-01-01"
218831,"Unal","DuBourdieux","d004","Engineer","1996-03-13","9999-01-01"
219035,"Kristine","Bierman","d006","Technique Leader","1988-05-13","9999-01-01"
219047,"Aemilian","Kusalik","d005","Engineer","1987-05-27","9999-01-01"
219047,"Aemilian","Kusalik","d005","Senior Engineer","1987-05-27","9999-01-01"
219052,"Marsal","Acton","d001","Staff","1995-08-02","9999-01-01"
219417,"Subhrajyoti","Denna","d008","Staff","1996-07-25","9999-01-01"
219497,"Moie","Zastre","d005","Technique Leader","1991-10-11","9999-01-01"
219967,"Susanna","Reeken","d003","Senior Staff","1998-03-16","9999-01-01"
220029,"Demos","Asser","d005","Senior Engineer","1985-11-04","9999-01-01"
220131,"Reinhard","Slaats","d005","Engineer","1994-06-08","9999-01-01"
220131,"Reinhard","Slaats","d005","Senior Engineer","1994-06-08","9999-01-01"
220418,"Poorav","Laventhal","d007","Staff","1997-08-16","9999-01-01"
220528,"Sibyl","Rabehasaina","d008","Senior Staff","1998-02-23","9999-01-01"
220582,"Poornachandra","Zielinski","d001","Senior Staff","1996-02-13","9999-01-01"
220582,"Poornachandra","Zielinski","d001","Staff","1996-02-13","9999-01-01"
220611,"Yuping","Babb","d007","Senior Staff","1995-01-31","9999-01-01"
220611,"Yuping","Babb","d007","Staff","1995-01-31","9999-01-01"
220625,"Shigenori","Deville","d004","Technique Leader","1992-12-24","9999-01-01"
220699,"Nahid","Gyimothy","d009","Staff","1995-08-18","9999-01-01"
220799,"Perla","Orlowska","d008","Senior Engineer","1998-10-13","9999-01-01"
221126,"Tesuya","dAstous","d005","Engineer","1988-11-29","9999-01-01"
221126,"Tesuya","dAstous","d005","Senior Engineer","1988-11-29","9999-01-01"
221367,"Saddek","Farris","d009","Senior Staff","1990-11-06","9999-01-01"
221369,"Abdulah","Pocchiola","d006","Engineer","1996-08-28","9999-01-01"
221435,"Djenana","Marrevee","d004","Engineer","1994-02-06","9999-01-01"
221435,"Djenana","Marrevee","d004","Senior Engineer","1994-02-06","9999-01-01"
221973,"Sangeeta","Kalefeld","d001","Senior Staff","1990-06-06","9999-01-01"
221973,"Sangeeta","Kalefeld","d001","Staff","1990-06-06","9999-01-01"
222206,"Stein","Uludag","d003","Senior Staff","1988-01-30","9999-01-01"
222206,"Stein","Uludag","d003","Staff","1988-01-30","9999-01-01"
222311,"Miyeon","Billingsley","d005","Senior Engineer","1992-12-05","9999-01-01"
222319,"Matt","Chvatal","d005","Senior Engineer","1994-11-09","9999-01-01"
222354,"Valdiodio","Schlumberger","d005","Assistant Engineer","1993-08-07","9999-01-01"
222354,"Valdiodio","Schlumberger","d005","Engineer","1993-08-07","9999-01-01"
222616,"Badri","Schapire","d006","Assistant Engineer","1998-01-19","9999-01-01"
222770,"Kazuhiko","Kushner","d005","Senior Engineer","1995-08-01","9999-01-01"
222878,"Annemarie","Zallocco","d004","Engineer","1996-12-01","9999-01-01"
222878,"Annemarie","Zallocco","d004","Senior Engineer","1996-12-01","9999-01-01"
222926,"Limsoon","Erol","d005","Senior Engineer","1997-12-31","9999-01-01"
222952,"Gopalakrishnan","Suermann","d004","Engineer","1991-04-30","9999-01-01"
222952,"Gopalakrishnan","Suermann","d004","Senior Engineer","1991-04-30","9999-01-01"
222998,"Leaf","Awdeh","d001","Senior Staff","1992-10-02","9999-01-01"
222998,"Leaf","Awdeh","d001","Staff","1992-10-02","9999-01-01"
223593,"Hidefumi","Moehrke","d001","Staff","1998-03-04","9999-01-01"
223595,"Chiranjit","Dredge","d004","Technique Leader","1999-09-05","9999-01-01"
224135,"Annemarie","Bressoud","d005","Engineer","1998-06-23","9999-01-01"
224335,"Perry","Chachaty","d005","Engineer","1985-07-22","9999-01-01"
224335,"Perry","Chachaty","d005","Senior Engineer","1985-07-22","9999-01-01"
224390,"True","Shobatake","d008","Senior Staff","1996-05-17","9999-01-01"
224934,"George","Miake","d003","Senior Staff","1988-01-02","9999-01-01"
224934,"George","Miake","d003","Staff","1988-01-02","9999-01-01"
225438,"Remmert","Quaggetto","d007","Senior Staff","1992-04-28","9999-01-01"
225438,"Remmert","Quaggetto","d007","Staff","1992-04-28","9999-01-01"
225601,"Masasuke","Genin","d005","Assistant Engineer","1994-06-25","9999-01-01"
225601,"Masasuke","Genin","d005","Engineer","1994-06-25","9999-01-01"
225788,"Ipke","Kieras","d005","Engineer","1995-12-18","9999-01-01"
225867,"Ramalingam","Remmele","d006","Senior Engineer","1999-09-03","9999-01-01"
225964,"Mooi","Cooman","d004","Engineer","1989-06-07","9999-01-01"
225964,"Mooi","Cooman","d004","Senior Engineer","1989-06-07","9999-01-01"
226216,"Giordano","Gini","d006","Technique Leader","1993-08-14","9999-01-01"
226227,"Herbert","Erva","d004","Engineer","1986-09-06","9999-01-01"
226227,"Herbert","Erva","d004","Senior Engineer","1986-09-06","9999-01-01"
227354,"Gio","Murtha","d005","Engineer","1986-11-11","9999-01-01"
227354,"Gio","Murtha","d005","Senior Engineer","1986-11-11","9999-01-01"
227476,"Macha","Schnabel","d005","Engineer","1988-05-11","9999-01-01"
227476,"Macha","Schnabel","d005","Senior Engineer","1988-05-11","9999-01-01"
227681,"Mikhail","Rousseau","d002","Staff","1998-11-30","9999-01-01"
227899,"Garnik","Luce","d001","Staff","1998-09-15","9999-01-01"
227901,"Francesca","Azuma","d008","Senior Staff","1996-06-08","9999-01-01"
227901,"Francesca","Azuma","d008","Staff","1996-06-08","9999-01-01"
228098,"IEEE","Kroll","d009","Engineer","1998-02-17","9999-01-01"
228248,"Yuriy","Plump","d008","Senior Staff","1988-09-08","9999-01-01"
228248,"Yuriy","Plump","d008","Staff","1988-09-08","9999-01-01"
228554,"Bilhanan","Brendel","d007","Senior Staff","1990-12-23","9999-01-01"
228766,"Nahla","Smailagic","d004","Engineer","1993-02-12","9999-01-01"
228766,"Nahla","Smailagic","d004","Senior Engineer","1993-02-12","9999-01-01"
229098,"Berry","Yurek","d009","Senior Staff","1995-08-16","9999-01-01"
229220,"Fabrizio","Lichtman","d004","Engineer","1987-02-09","9999-01-01"
229220,"Fabrizio","Lichtman","d004","Senior Engineer","1987-02-09","9999-01-01"
229248,"Harjit","Terekhov","d008","Staff","1995-10-19","9999-01-01"
229386,"Pohua","Tasistro","d009","Technique Leader","1994-11-04","9999-01-01"
229391,"Paloma","Henseler","d004","Engineer","1991-06-11","9999-01-01"
229391,"Paloma","Henseler","d004","Senior Engineer","1991-06-11","9999-01-01"
229404,"Gilbert","Kilgour","d003","Staff","1996-04-05","9999-01-01"
229547,"Moni","Schach","d007","Senior Staff","1986-07-04","9999-01-01"
229547,"Moni","Schach","d007","Staff","1986-07-04","9999-01-01"
229727,"Ewing","Millington","d005","Engineer","1999-09-28","9999-01-01"
229981,"Jamaludin","Fordan","d004","Engineer","1992-02-06","9999-01-01"
229981,"Jamaludin","Fordan","d004","Senior Engineer","1992-02-06","9999-01-01"
230002,"Tadahiro","Backhouse","d005","Engineer","1991-10-02","9999-01-01"
230002,"Tadahiro","Backhouse","d005","Senior Engineer","1991-10-02","9999-01-01"
230126,"Bezalel","Radivojevic","d009","Senior Staff","1988-07-02","9999-01-01"
230126,"Bezalel","Radivojevic","d009","Staff","1988-07-02","9999-01-01"
230287,"Renny","Alameldin","d004","Assistant Engineer","1997-09-28","9999-01-01"
230354,"Yinghua","Lorho","d003","Senior Staff","1991-08-09","9999-01-01"
230354,"Yinghua","Lorho","d003","Staff","1991-08-09","9999-01-01"
230498,"Kolar","Puppo","d004","Engineer","1990-04-25","9999-01-01"
230498,"Kolar","Puppo","d004","Senior Engineer","1990-04-25","9999-01-01"
230579,"Shahar","Negoita","d002","Senior Staff","1994-03-19","9999-01-01"
230579,"Shahar","Negoita","d002","Staff","1994-03-19","9999-01-01"
230689,"Dietrich","Crabtree","d007","Senior Staff","1986-05-24","9999-01-01"
230865,"Takushi","Brattka","d001","Staff","1999-06-03","9999-01-01"
231069,"Trygve","Siksek","d007","Staff","1995-11-09","9999-01-01"
231459,"Nectarios","Pramanik","d004","Assistant Engineer","1999-11-18","9999-01-01"
231671,"Chandrasekaran","Pearson","d009","Staff","1995-04-14","9999-01-01"
231798,"Goetz","Alvarado","d005","Engineer","1988-12-25","9999-01-01"
231798,"Goetz","Alvarado","d005","Senior Engineer","1988-12-25","9999-01-01"
232178,"Etsuo","Anandan","d003","Senior Staff","1989-12-13","9999-01-01"
232178,"Etsuo","Anandan","d003","Staff","1989-12-13","9999-01-01"
232209,"Nitsan","Rouquie","d006","Engineer","1988-08-01","9999-01-01"
232209,"Nitsan","Rouquie","d006","Senior Engineer","1988-08-01","9999-01-01"
232697,"Barry","Ramsak","d004","Engineer","1990-09-07","9999-01-01"
232697,"Barry","Ramsak","d004","Senior Engineer","1990-09-07","9999-01-01"
232723,"Tesuya","Bugrara","d006","Assistant Engineer","1993-02-13","9999-01-01"
232723,"Tesuya","Bugrara","d006","Engineer","1993-02-13","9999-01-01"
233114,"Alselm","Gargeya","d005","Senior Engineer","1987-12-25","9999-01-01"
233394,"Khalid","Lenart","d005","Engineer","1995-12-24","9999-01-01"
233397,"Fay","Sundgren","d007","Senior Staff","1990-07-07","9999-01-01"
233397,"Fay","Sundgren","d007","Staff","1990-07-07","9999-01-01"
233426,"Etsuo","Usery","d005","Engineer","1995-03-02","9999-01-01"
233426,"Etsuo","Usery","d005","Senior Engineer","1995-03-02","9999-01-01"
233690,"Cedric","Riefers","d005","Engineer","1994-09-08","9999-01-01"
233759,"Zissis","Lodder","d009","Engineer","2000-05-27","9999-01-01"
233765,"Kotesh","Chachaty","d005","Engineer","1991-03-25","9999-01-01"
233765,"Kotesh","Chachaty","d005","Senior Engineer","1991-03-25","9999-01-01"
233785,"Baziley","Ballarin","d007","Senior Staff","1987-07-28","9999-01-01"
233785,"Baziley","Ballarin","d007","Staff","1987-07-28","9999-01-01"
233818,"Kellie","Heydon","d005","Engineer","1985-11-11","9999-01-01"
233818,"Kellie","Heydon","d005","Senior Engineer","1985-11-11","9999-01-01"
234195,"Luerbio","Terkki","d007","Senior Staff","1991-05-14","9999-01-01"
234195,"Luerbio","Terkki","d007","Staff","1991-05-14","9999-01-01"
234739,"Foong","Aamodt","d004","Senior Engineer","1986-06-28","9999-01-01"
235017,"Irena","Dratva","d007","Senior Staff","1991-09-07","9999-01-01"
235017,"Irena","Dratva","d007","Staff","1991-09-07","9999-01-01"
235096,"Sverrir","Gyimothy","d009","Senior Staff","1995-07-30","9999-01-01"
235096,"Sverrir","Gyimothy","d009","Staff","1995-07-30","9999-01-01"
235325,"Gro","Prochazka","d005","Engineer","1992-10-16","9999-01-01"
235325,"Gro","Prochazka","d005","Senior Engineer","1992-10-16","9999-01-01"
235368,"Anneli","Joslin","d004","Senior Engineer","1987-04-12","9999-01-01"
235458,"Gio","Heuser","d008","Senior Staff","1992-06-28","9999-01-01"
235458,"Gio","Heuser","d008","Staff","1992-06-28","9999-01-01"
235729,"Henk","Anger","d001","Senior Staff","1993-01-19","9999-01-01"
235729,"Henk","Anger","d001","Staff","1993-01-19","9999-01-01"
235780,"Sampalli","Bergere","d004","Senior Engineer","1994-04-08","9999-01-01"
235793,"Jayesh","Spinelli","d006","Senior Engineer","1999-01-16","9999-01-01"
236315,"IEEE","Raczkowsky","d005","Technique Leader","1996-07-24","9999-01-01"
236566,"Yechezkel","Maginnis","d009","Senior Staff","1992-12-11","9999-01-01"
236566,"Yechezkel","Maginnis","d009","Staff","1992-12-11","9999-01-01"
236591,"Insup","Reinhard","d001","Senior Staff","1985-04-08","9999-01-01"
236591,"Insup","Reinhard","d001","Staff","1985-04-08","9999-01-01"
236827,"Almudena","Rijckaert","d005","Engineer","1994-02-16","9999-01-01"
236827,"Almudena","Rijckaert","d005","Senior Engineer","1994-02-16","9999-01-01"
236883,"Huan","Olivero","d007","Staff","1999-11-19","9999-01-01"
236964,"Adel","Foote","d009","Staff","2000-03-20","9999-01-01"
238112,"Miomir","Frezza","d004","Technique Leader","1991-05-25","9999-01-01"
238252,"Uno","Suppi","d007","Staff","1996-12-27","9999-01-01"
238422,"Vishv","Angelov","d007","Senior Staff","1988-03-08","9999-01-01"
